change_request_id,sprint_id,sprint_name,release_id,work_item_id,work_item_name,work_item_level,item_type,story_points,priority,request_date,days_into_sprint,sprint_progress_pct,original_estimate_hours,rework_hours,actual_hours,base_effort_hours,impacted_effort_hours,remaining_capacity_hours,caused_spillover,delay_days_caused,delay_severity,complexity_score,predicted_risk_proxy,sprint_task_load,team_capacity_hours,team_headcount,base_remaining_capacity_hours,utilisation_factor,timing_penalty,priority_multiplier,recommendation
CR_040013,826,Sprint 20 - Congo - Release X+5,REL_X+5,4174,Back end development task -1,Task,Task,2,High,2025-02-12,8,80.0,8,1,9,9,14.6,10.5,1,1.9,Minor,2,9.3,4.0,160,4,31.999999999999993,0.6716684281738551,1.56,0.9,Defer to next sprint
CR_040014,943,Sprint 7 - Mississippi - Release X+6,REL_X+6,1715,Android UI implementation,Task,Task,2,Medium,2024-12-13,7,70.0,10,1,11,11,11.3,44.4,0,0.0,On Time,2,8.3,4.553734061930784,400,10,120.00000000000001,0.6301486135775054,1.49,0.6,Accept in current sprint
CR_040015,803,Sprint 23 - Ganga - Release X+5,REL_X+5,6468,Transaction history,User Story,User Story,3,Low,2025-03-15,9,90.0,17,0,17,17,10.2,4.9,1,2.2,Minor,3,10.8,4.0,200,5,19.999999999999996,0.7529391342832115,1.63,0.3,Defer to next sprint
CR_040016,445,Sprint 3 - Nile - Release X+4,REL_X+4,3538,Back end development task -1,Task,Task,1,Critical,2024-06-18,9,90.0,5,0,5,5,10.5,9.4,0,0.0,On Time,1,9.8,4.553734061930784,280,7,27.999999999999993,0.6645899095086818,1.63,1.2,Accept in current sprint
CR_040017,176,Sprint 20 - Ganga - Release X+2,REL_X+2,144,Transaction history,User Story,User Story,5,High,2024-07-15,6,60.0,22,5,26,26,46.0,21.6,1,11.9,Moderate,5,8.8,4.0,200,5,80.0,0.7297644038255529,1.42,0.9,Split scope or escalate
CR_040018,1814,Sprint 20 - Waikato - Release X+10,REL_X+10,1458,Payment Confirmation,User Story,User Story,5,Low,2026-01-23,3,30.0,21,5,21,21,10.6,32.3,0,0.0,On Time,5,5.8,4.0,120,3,84.0,0.6155683673284005,1.21,0.3,Accept in current sprint
CR_040019,1274,Sprint 26 - Amazon - Release X+8,REL_X+8,1439,Payment Confirmation,User Story,User Story,5,Low,2025-11-03,2,20.0,20,2,21,21,9.9,49.1,0,0.0,On Time,5,4.8,2.0,240,6,192.0,0.744228373486037,1.14,0.3,Accept in current sprint
CR_040020,497,Sprint 3 - Yenisei - Release X+4,REL_X+4,4900,Error Handling,User Story,User Story,7,Medium,2024-06-14,5,50.0,30,8,32,32,39.9,69.4,1,0.0,On Time,7,8.8,6.0,360,9,180.0,0.6147005212139351,1.35,0.6,Split scope or escalate
CR_040021,1216,Sprint 20 - Ganga - Release X+7,REL_X+7,538,QA Testing,Task,Task,1,Medium,2025-06-26,2,20.0,5,1,6,6,4.4,35.7,0,0.0,On Time,1,2.8,2.0,200,5,160.0,0.7766682255192309,1.14,0.6,Accept in current sprint
CR_040022,362,Sprint 24 - Waikato - Release X+3,REL_X+3,2758,Update Card,Business Story,Business Story,13,Low,2024-11-03,7,70.0,65,10,75,75,67.0,10.3,1,45.0,Critical,13,13.8,5.0,120,3,36.00000000000001,0.712750850393068,1.49,0.3,Split scope or escalate
CR_040023,1631,Sprint 19 - Ganga - Release X+9,REL_X+9,59,Transaction history,User Story,User Story,5,Medium,2025-11-07,6,60.0,21,3,23,23,27.1,22.5,0,0.0,On Time,5,8.8,4.553734061930784,200,5,80.0,0.7193212212577225,1.42,0.6,Accept in current sprint
CR_040024,966,Sprint 4 - Waikato - Release X+6,REL_X+6,335,iOS development task 1,Task,Task,2,Low,2024-11-11,5,50.0,12,0,12,12,5.6,20.8,0,0.0,On Time,2,6.3,5.0,120,3,60.0,0.6531841579815963,1.35,0.3,Accept in current sprint
CR_040025,905,Sprint 21 - Yangtze - Release X+6,REL_X+6,6076,QA Android,Task,Task,2,High,2025-04-27,2,20.0,13,3,16,16,18.9,80.0,0,0.0,On Time,2,3.3,2.0,320,8,256.0,0.6875854979694487,1.14,0.9,Accept in current sprint
CR_040026,653,Sprint 3 - Nile - Release X+5,REL_X+5,7312,iOS UI implementation,Task,Task,1,Medium,2024-08-27,9,90.0,4,0,4,4,4.2,9.3,0,0.0,On Time,1,9.8,4.553734061930784,280,7,27.999999999999993,0.6695642693959715,1.63,0.6,Accept in current sprint
CR_040027,532,Sprint 12 - Mississippi - Release X+4,REL_X+4,7241,Display Card Menu,User Story,User Story,5,Medium,2024-09-15,8,80.0,28,7,30,30,38.9,17.7,1,13.3,Moderate,5,10.8,2.0,400,10,79.99999999999999,0.7783374798209589,1.56,0.6,Defer to next sprint
CR_040028,1124,Sprint 6 - Yenisei - Release X+7,REL_X+7,3118,Environment setup,Task,Task,1,High,2025-02-13,9,90.0,6,0,6,6,9.5,8.8,0,0.0,On Time,1,9.8,9.0,360,9,35.99999999999999,0.754652779774421,1.63,0.9,Accept in current sprint
CR_040029,1448,Sprint 18 - Congo - Release X+8,REL_X+8,4221,QA Android,Task,Task,3,High,2025-08-16,3,30.0,21,3,21,21,28.1,42.4,0,0.0,On Time,3,4.8,4.0,160,4,112.0,0.6210410345605576,1.21,0.9,Accept in current sprint
CR_040030,1861,Sprint 15 - Congo - Release X+10,REL_X+10,5294,Review transfer,User Story,User Story,5,High,2025-12-06,5,50.0,24,1,24,24,40.4,23.1,0,0.0,On Time,5,7.8,4.0,160,4,80.0,0.7109858607793622,1.35,0.9,Accept in current sprint
CR_040031,251,Sprint 17 - Nile - Release X+3,REL_X+3,3708,QA Testing,Task,Task,2,Medium,2024-08-21,3,30.0,13,3,15,15,12.6,47.2,0,0.0,On Time,2,4.3,1.0,280,7,196.0,0.7590748559818866,1.21,0.6,Accept in current sprint
CR_040032,1,Sprint 1 - Amazon - Release X+2,REL_X+2,5295,Back end development task -2,Task,Task,1,High,2024-01-07,6,60.0,7,2,8,8,11.0,28.5,0,0.0,On Time,1,6.8,4.553734061930784,240,6,96.0,0.7028946082992651,1.42,0.9,Accept in current sprint
CR_040033,1487,Sprint 5 - Nile - Release X+9,REL_X+9,7724,Error Handling,User Story,User Story,3,Critical,2025-06-19,5,50.0,16,3,19,19,37.9,42.0,0,0.0,On Time,3,6.8,7.0,280,7,140.0,0.7002882168964725,1.35,1.2,Accept in current sprint
CR_040034,1102,Sprint 10 - Yangtze - Release X+7,REL_X+7,6024,Android development task -1,Task,Task,1,Medium,2025-03-19,3,30.0,5,0,5,5,3.9,57.3,0,0.0,On Time,1,3.8,2.0,320,8,224.0,0.7443635563771405,1.21,0.6,Accept in current sprint
CR_040035,1536,Sprint 2 - Yenisei - Release X+9,REL_X+9,419,Error Handling,User Story,User Story,3,High,2025-05-19,4,40.0,21,3,24,24,34.0,60.0,0,0.0,On Time,3,5.8,5.0,360,9,216.0,0.7224476569566564,1.28,0.9,Accept in current sprint
CR_040036,580,Sprint 8 - Ganga - Release X+4,REL_X+4,181,iOS UI implementation,Task,Task,2,Low,2024-08-05,7,70.0,9,2,11,11,5.7,21.0,0,0.0,On Time,2,8.3,1.0,200,5,60.00000000000001,0.6493186932332783,1.49,0.3,Accept in current sprint
CR_040037,41,Sprint 15 - Nile - Release X+2,REL_X+2,5923,iOS development task 1,Task,Task,3,High,2024-05-29,9,90.0,21,4,25,25,45.1,10.0,1,13.7,Moderate,3,10.8,4.0,280,7,27.999999999999993,0.6439638136641993,1.63,0.9,Defer to next sprint
CR_040038,307,Sprint 21 - Yenisei - Release X+3,REL_X+3,2288,Add Card,Business Story,Business Story,13,Low,2024-09-29,2,20.0,64,17,64,64,43.8,110.8,0,0.0,On Time,13,8.8,4.0,360,9,288.0,0.6152751589613744,1.14,0.3,Accept in current sprint
CR_040039,104,Sprint 26 - Yenisei - Release X+2,REL_X+2,6129,QA Android,Task,Task,1,High,2024-09-15,8,80.0,6,0,6,6,9.1,15.5,0,0.0,On Time,1,8.8,6.0,360,9,71.99999999999999,0.7843997790195896,1.56,0.9,Accept in current sprint
CR_040040,1635,Sprint 23 - Ganga - Release X+9,REL_X+9,7294,QA iOS,Task,Task,2,Medium,2025-12-12,1,10.0,9,1,9,9,6.7,67.6,0,0.0,On Time,2,2.3,6.0,200,5,180.0,0.6246449611083326,1.07,0.6,Accept in current sprint
CR_040041,336,Sprint 24 - Mississippi - Release X+3,REL_X+3,313,Android UI implementation,Task,Task,2,Low,2024-11-03,7,70.0,10,1,11,11,5.7,46.3,0,0.0,On Time,2,8.3,3.0,400,10,120.00000000000001,0.6145413756449714,1.49,0.3,Accept in current sprint
CR_040042,906,Sprint 22 - Yangtze - Release X+6,REL_X+6,7718,Backend API development,Task,Task,1,Critical,2025-05-08,3,30.0,5,0,5,5,7.8,61.8,0,0.0,On Time,1,3.8,8.0,320,8,224.0,0.7242324723280572,1.21,1.2,Accept in current sprint
CR_040043,305,Sprint 19 - Yenisei - Release X+3,REL_X+3,2856,Android development task -1,Task,Task,1,High,2024-09-11,4,40.0,6,0,6,6,7.4,58.0,0,0.0,On Time,1,4.8,3.0,360,9,216.0,0.731252882874558,1.28,0.9,Accept in current sprint
CR_040044,981,Sprint 19 - Waikato - Release X+6,REL_X+6,1735,Display Card Screen,User Story,User Story,5,Medium,2025-04-11,6,60.0,28,5,29,29,34.2,18.0,0,0.0,On Time,5,8.8,1.0,120,3,48.0,0.6256572238502338,1.42,0.6,Accept in current sprint
CR_040045,222,Sprint 14 - Amazon - Release X+3,REL_X+3,379,Back end development task -1,Task,Task,2,Low,2024-07-23,4,40.0,13,2,15,15,6.6,45.6,0,0.0,On Time,2,5.3,4.553734061930784,240,6,144.0,0.6832745447157488,1.28,0.3,Accept in current sprint
CR_040046,827,Sprint 21 - Congo - Release X+5,REL_X+5,5491,Payment Form,User Story,User Story,5,High,2025-02-19,5,50.0,24,0,24,24,40.4,31.4,1,5.2,Moderate,5,7.8,4.553734061930784,160,4,80.0,0.6076141066128804,1.35,0.9,Split scope or escalate
CR_040047,1233,Sprint 11 - Congo - Release X+7,REL_X+7,3991,iOS development task 1,Task,Task,2,Medium,2025-03-28,2,20.0,13,3,15,15,11.8,32.3,0,0.0,On Time,2,3.3,1.0,160,4,128.0,0.7475152293146168,1.14,0.6,Accept in current sprint
CR_040048,579,Sprint 7 - Ganga - Release X+4,REL_X+4,6102,Send email,User Story,User Story,5,High,2024-07-20,1,10.0,22,4,22,22,29.3,43.2,0,0.0,On Time,5,3.8,4.553734061930784,200,5,180.0,0.7600197297617319,1.07,0.9,Accept in current sprint
CR_040049,1262,Sprint 14 - Amazon - Release X+8,REL_X+8,2581,QA Android,Task,Task,3,Low,2025-07-07,3,30.0,20,2,21,21,9.4,55.3,0,0.0,On Time,3,4.8,6.0,240,6,168.0,0.6709492343311332,1.21,0.3,Accept in current sprint
CR_040050,1247,Sprint 25 - Congo - Release X+7,REL_X+7,1433,Review transfer,User Story,User Story,5,Low,2025-08-18,5,50.0,24,7,31,31,17.4,22.3,1,0.0,On Time,5,7.8,4.553734061930784,160,4,80.0,0.7217516527209263,1.35,0.3,Split scope or escalate
CR_040051,1713,Sprint 23 - Nile - Release X+10,REL_X+10,2202,Make a transfer,User Story,User Story,7,Medium,2026-02-23,4,40.0,49,5,51,51,60.3,60.7,0,0.0,On Time,7,7.8,6.0,280,7,168.0,0.6384359698854466,1.28,0.6,Accept in current sprint
CR_040052,1848,Sprint 2 - Congo - Release X+10,REL_X+10,2723,Android UI implementation,Task,Task,1,Low,2025-07-28,4,40.0,6,1,7,7,2.9,32.0,0,0.0,On Time,1,4.8,5.0,160,4,96.0,0.6663606047917101,1.28,0.3,Accept in current sprint
CR_040053,91,Sprint 13 - Yenisei - Release X+2,REL_X+2,1711,iOS development task 1,Task,Task,2,Medium,2024-05-07,7,70.0,13,1,14,14,14.4,32.8,0,0.0,On Time,2,8.3,5.0,360,9,108.00000000000001,0.6965298598409753,1.49,0.6,Accept in current sprint
CR_040054,1073,Sprint 7 - Nile - Release X+7,REL_X+7,3093,Payment Confirmation,User Story,User Story,3,Medium,2025-02-21,7,70.0,14,0,14,14,15.4,27.5,0,0.0,On Time,3,8.8,4.553734061930784,280,7,84.00000000000001,0.6731678232016175,1.49,0.6,Accept in current sprint
CR_040055,1198,Sprint 2 - Ganga - Release X+7,REL_X+7,3273,iOS development task 1,Task,Task,3,Low,2024-12-30,4,40.0,18,3,18,18,8.5,31.6,0,0.0,On Time,3,5.8,3.0,200,5,120.0,0.7365070458616196,1.28,0.3,Accept in current sprint
CR_040056,204,Sprint 22 - Congo - Release X+2,REL_X+2,4815,Android development task -1,Task,Task,3,Critical,2024-08-01,3,30.0,15,1,15,15,26.8,28.3,0,0.0,On Time,3,4.8,4.0,160,4,112.0,0.7469870011334288,1.21,1.2,Accept in current sprint
CR_040057,462,Sprint 20 - Nile - Release X+4,REL_X+4,871,QA Testing,Task,Task,3,Critical,2024-12-01,5,50.0,21,6,27,27,53.8,53.0,0,0.0,On Time,3,6.8,7.0,280,7,140.0,0.6215295359615075,1.35,1.2,Accept in current sprint
CR_040058,969,Sprint 7 - Waikato - Release X+6,REL_X+6,2532,Backend API development,Task,Task,3,Low,2024-12-07,1,10.0,16,0,16,16,6.3,31.3,0,0.0,On Time,3,2.8,4.553734061930784,120,3,108.0,0.7102331882155772,1.07,0.3,Accept in current sprint
CR_040059,1806,Sprint 12 - Waikato - Release X+10,REL_X+10,6894,Android development task -1,Task,Task,1,Critical,2025-11-03,2,20.0,5,1,5,5,7.4,34.3,0,0.0,On Time,1,2.8,9.0,120,3,96.0,0.6426354837591373,1.14,1.2,Accept in current sprint
CR_040060,359,Sprint 21 - Waikato - Release X+3,REL_X+3,4862,Back end development task -1,Task,Task,1,Low,2024-10-01,4,40.0,4,1,4,4,1.7,18.3,0,0.0,On Time,1,4.8,4.553734061930784,120,3,72.0,0.7463485351889368,1.28,0.3,Accept in current sprint
CR_040061,785,Sprint 5 - Ganga - Release X+5,REL_X+5,6093,Add Card,Business Story,Business Story,13,High,2024-09-14,7,70.0,69,16,76,76,203.8,23.5,1,45.0,Critical,13,13.8,4.0,200,5,60.00000000000001,0.6081931013711326,1.49,0.9,Split scope or escalate
CR_040062,1707,Sprint 17 - Nile - Release X+10,REL_X+10,5686,Add Card,Business Story,Business Story,13,Critical,2025-12-28,7,70.0,54,1,55,55,196.7,19.4,1,45.0,Critical,13,13.8,2.0,280,7,84.00000000000001,0.7693870715073937,1.49,1.2,Split scope or escalate
CR_040063,1260,Sprint 12 - Amazon - Release X+8,REL_X+8,310,Review transfer,User Story,User Story,5,Low,2025-06-16,2,20.0,23,2,23,23,10.9,56.3,0,0.0,On Time,5,4.8,1.0,240,6,192.0,0.7067891825323624,1.14,0.3,Accept in current sprint
CR_040064,1408,Sprint 4 - Ganga - Release X+8,REL_X+8,2373,Payment Confirmation,User Story,User Story,3,Low,2025-04-03,8,80.0,16,0,16,16,9.2,11.1,0,0.0,On Time,3,9.8,2.0,200,5,39.99999999999999,0.7218278021066886,1.56,0.3,Accept in current sprint
CR_040065,1384,Sprint 6 - Waikato - Release X+8,REL_X+8,6606,QA Android,Task,Task,2,High,2025-04-21,6,60.0,14,2,16,16,23.6,12.1,1,10.5,Moderate,2,7.3,4.553734061930784,120,3,48.0,0.7478405688989453,1.42,0.9,Split scope or escalate
CR_040066,601,Sprint 3 - Congo - Release X+4,REL_X+4,3345,iOS development task 1,Task,Task,1,Low,2024-06-15,6,60.0,4,1,4,4,1.8,17.1,0,0.0,On Time,1,6.8,2.0,160,4,64.0,0.733526186716686,1.42,0.3,Accept in current sprint
CR_040067,386,Sprint 22 - Ganga - Release X+3,REL_X+3,6363,Back end development task -1,Task,Task,1,Critical,2024-10-08,1,10.0,4,0,4,4,5.5,45.8,0,0.0,On Time,1,1.8,3.0,200,5,180.0,0.7457875594529046,1.07,1.2,Accept in current sprint
CR_040068,96,Sprint 18 - Yenisei - Release X+2,REL_X+2,2746,Back end development task -1,Task,Task,2,Low,2024-06-21,2,20.0,11,1,12,12,4.7,100.0,0,0.0,On Time,2,3.3,4.553734061930784,360,9,288.0,0.6527956608914647,1.14,0.3,Accept in current sprint
CR_040069,1450,Sprint 20 - Congo - Release X+8,REL_X+8,1832,QA iOS,Task,Task,2,Critical,2025-09-07,5,50.0,8,2,9,9,16.8,19.5,0,0.0,On Time,2,6.3,4.0,160,4,80.0,0.756514507814918,1.35,1.2,Accept in current sprint
CR_040070,1542,Sprint 8 - Yenisei - Release X+9,REL_X+9,2460,iOS development task 1,Task,Task,1,Low,2025-07-19,5,50.0,5,0,5,5,2.2,61.9,0,0.0,On Time,1,5.8,4.553734061930784,360,9,180.0,0.6558664118272975,1.35,0.3,Accept in current sprint
CR_040071,1658,Sprint 20 - Congo - Release X+9,REL_X+9,1488,Android development task -1,Task,Task,1,Low,2025-11-20,9,90.0,4,1,4,4,2.1,4.1,0,0.0,On Time,1,9.8,5.0,160,4,15.999999999999996,0.7408135754998512,1.63,0.3,Accept in current sprint
CR_040072,1124,Sprint 6 - Yenisei - Release X+7,REL_X+7,4389,QA iOS,Task,Task,2,Medium,2025-02-08,4,40.0,8,0,8,8,7.1,85.6,0,0.0,On Time,2,5.3,9.0,360,9,216.0,0.6035169885211602,1.28,0.6,Accept in current sprint
CR_040073,350,Sprint 12 - Waikato - Release X+3,REL_X+3,7280,QA Testing,Task,Task,3,Medium,2024-07-05,6,60.0,18,2,20,20,21.0,12.3,1,7.1,Moderate,3,7.8,16.0,120,3,48.0,0.7438815538998013,1.42,0.6,Split scope or escalate
CR_040074,1592,Sprint 6 - Waikato - Release X+9,REL_X+9,7523,Android development task -1,Task,Task,2,Critical,2025-07-01,7,70.0,9,1,9,9,18.6,11.4,0,0.0,On Time,2,8.3,4.553734061930784,120,3,36.00000000000001,0.6821160470724797,1.49,1.2,Accept in current sprint
CR_040075,278,Sprint 18 - Yangtze - Release X+3,REL_X+3,6050,Back end development task -1,Task,Task,3,High,2024-08-30,2,20.0,21,3,21,21,26.5,65.3,0,0.0,On Time,3,3.8,7.0,320,8,256.0,0.7450130038194396,1.14,0.9,Accept in current sprint
CR_040076,64,Sprint 12 - Yangtze - Release X+2,REL_X+2,5814,Environment setup,Task,Task,1,Critical,2024-04-29,9,90.0,5,1,6,6,12.6,7.1,1,1.5,Minor,1,9.8,7.0,320,8,31.999999999999993,0.7793942267219399,1.63,1.2,Defer to next sprint
CR_040077,601,Sprint 3 - Congo - Release X+4,REL_X+4,1739,Payment Callback,Business Story,Business Story,9,Medium,2024-06-14,5,50.0,36,5,38,38,52.1,30.2,1,14.0,Moderate,9,9.8,2.0,160,4,80.0,0.623034813442844,1.35,0.6,Split scope or escalate
CR_040078,558,Sprint 12 - Waikato - Release X+4,REL_X+4,1431,Back end development task -1,Task,Task,1,Low,2024-09-11,4,40.0,4,0,4,4,1.7,18.2,0,0.0,On Time,1,4.8,4.0,120,3,72.0,0.7466369308103313,1.28,0.3,Accept in current sprint
CR_040079,1645,Sprint 7 - Congo - Release X+9,REL_X+9,5241,iOS development task 1,Task,Task,3,Medium,2025-07-12,8,80.0,21,3,22,22,25.3,12.1,1,7.4,Moderate,3,9.8,4.553734061930784,160,4,31.999999999999993,0.6224978981569356,1.56,0.6,Defer to next sprint
CR_040080,66,Sprint 14 - Yangtze - Release X+2,REL_X+2,2177,Android UI implementation,Task,Task,1,Medium,2024-05-15,5,50.0,4,1,5,5,4.4,43.3,0,0.0,On Time,1,5.8,4.553734061930784,320,8,160.0,0.7293838931252232,1.35,0.6,Accept in current sprint
CR_040081,1387,Sprint 9 - Waikato - Release X+8,REL_X+8,7477,iOS development task 1,Task,Task,2,Critical,2025-05-17,2,20.0,13,2,13,13,20.5,36.4,0,0.0,On Time,2,3.3,3.0,120,3,96.0,0.6209698874881556,1.14,1.2,Accept in current sprint
CR_040082,1780,Sprint 12 - Mississippi - Release X+10,REL_X+10,1691,Back end development task -1,Task,Task,1,Medium,2025-11-03,2,20.0,7,0,7,7,5.2,83.1,0,0.0,On Time,1,2.8,8.0,400,10,320.0,0.7402538212305592,1.14,0.6,Accept in current sprint
CR_040083,1424,Sprint 20 - Ganga - Release X+8,REL_X+8,5155,Verify Email,User Story,User Story,5,Low,2025-09-04,2,20.0,31,0,31,31,14.7,36.9,1,0.0,On Time,5,4.8,2.0,200,5,160.0,0.769069376497596,1.14,0.3,Split scope or escalate
CR_040084,1611,Sprint 25 - Waikato - Release X+9,REL_X+9,6803,Android UI implementation,Task,Task,1,High,2026-01-07,7,70.0,4,1,4,4,5.8,8.4,1,0.0,On Time,1,7.8,4.553734061930784,120,3,36.00000000000001,0.7669548987520765,1.49,0.9,Split scope or escalate
CR_040085,645,Sprint 21 - Amazon - Release X+5,REL_X+5,2436,Display Card Screen,User Story,User Story,5,Low,2025-02-15,1,10.0,28,4,30,30,13.3,67.8,0,0.0,On Time,5,3.8,4.553734061930784,240,6,216.0,0.6859044476820823,1.07,0.3,Accept in current sprint
CR_040086,1582,Sprint 22 - Mississippi - Release X+9,REL_X+9,3280,iOS development task 1,Task,Task,1,Low,2025-12-07,6,60.0,5,0,5,5,2.3,33.8,0,0.0,On Time,1,6.8,7.0,400,10,160.0,0.7888073301589575,1.42,0.3,Accept in current sprint
CR_040087,1458,Sprint 2 - Amazon - Release X+9,REL_X+9,371,iOS UI implementation,Task,Task,1,Low,2025-05-19,4,40.0,5,1,5,5,2.1,35.5,0,0.0,On Time,1,4.8,4.553734061930784,240,6,144.0,0.7536955113129254,1.28,0.3,Accept in current sprint
CR_040088,510,Sprint 16 - Yenisei - Release X+4,REL_X+4,629,QA Testing,Task,Task,1,High,2024-10-26,9,90.0,7,1,7,7,11.1,9.9,0,0.0,On Time,1,9.8,4.553734061930784,360,9,35.99999999999999,0.7260214640653191,1.63,0.9,Accept in current sprint
CR_040089,772,Sprint 18 - Waikato - Release X+5,REL_X+5,651,Back end development task -1,Task,Task,3,High,2025-01-19,4,40.0,13,3,15,15,21.3,19.7,1,4.2,Minor,3,5.8,4.0,120,3,72.0,0.7269803892348203,1.28,0.9,Split scope or escalate
CR_040090,154,Sprint 24 - Waikato - Release X+2,REL_X+2,1463,QA iOS,Task,Task,1,Low,2024-08-21,3,30.0,5,1,6,6,2.3,18.0,0,0.0,On Time,1,3.8,4.553734061930784,120,3,84.0,0.7851849617993573,1.21,0.3,Accept in current sprint
CR_040091,1422,Sprint 18 - Ganga - Release X+8,REL_X+8,2391,Back end development task -2,Task,Task,3,Low,2025-08-21,8,80.0,16,3,16,16,9.2,15.5,0,0.0,On Time,3,9.8,4.0,200,5,39.99999999999999,0.612017903151663,1.56,0.3,Accept in current sprint
CR_040092,1698,Sprint 8 - Nile - Release X+10,REL_X+10,7750,Email Verification,Business Story,Business Story,10,Critical,2025-09-27,5,50.0,48,12,58,58,166.2,46.7,1,45.0,Critical,10,10.3,5.0,280,7,140.0,0.6666147032218113,1.35,1.2,Split scope or escalate
CR_040093,91,Sprint 13 - Yenisei - Release X+2,REL_X+2,1559,iOS UI implementation,Task,Task,1,Critical,2024-05-07,7,70.0,4,1,4,4,7.7,29.5,0,0.0,On Time,1,7.8,5.0,360,9,108.00000000000001,0.7265666590733479,1.49,1.2,Accept in current sprint
CR_040094,1540,Sprint 6 - Yenisei - Release X+9,REL_X+9,32,QA iOS,Task,Task,2,High,2025-06-30,6,60.0,12,3,15,15,22.1,45.4,0,0.0,On Time,2,7.3,4.0,360,9,144.0,0.684919355856266,1.42,0.9,Accept in current sprint
CR_040095,889,Sprint 5 - Yangtze - Release X+6,REL_X+6,7185,View Cards,Business Story,Business Story,12,Critical,2024-11-25,9,90.0,72,16,81,81,304.7,7.9,1,45.0,Critical,12,15.3,4.553734061930784,320,8,31.999999999999993,0.7529243697177809,1.63,1.2,Defer to next sprint
CR_040096,1109,Sprint 17 - Yangtze - Release X+7,REL_X+7,5663,Payment Form,User Story,User Story,6,High,2025-05-31,6,60.0,39,10,45,45,84.1,44.5,1,11.5,Moderate,6,9.3,1.0,320,8,128.0,0.6520574135190118,1.42,0.9,Split scope or escalate
CR_040097,1775,Sprint 7 - Mississippi - Release X+10,REL_X+10,4120,iOS development task 1,Task,Task,1,High,2025-09-16,4,40.0,4,1,5,5,6.2,51.8,0,0.0,On Time,1,4.8,4.553734061930784,400,10,240.0,0.7840848564747857,1.28,0.9,Accept in current sprint
CR_040098,395,Sprint 5 - Congo - Release X+3,REL_X+3,922,QA Testing,Task,Task,3,Low,2024-04-29,9,90.0,15,1,15,15,9.0,5.1,0,0.0,On Time,3,10.8,7.0,160,4,15.999999999999996,0.6823331015612565,1.63,0.3,Accept in current sprint
CR_040099,709,Sprint 7 - Yenisei - Release X+5,REL_X+5,2470,Backend API development,Task,Task,3,Low,2024-09-28,1,10.0,19,2,21,21,8.3,99.9,0,0.0,On Time,3,2.8,4.553734061930784,360,9,324.0,0.6917738154488084,1.07,0.3,Accept in current sprint
CR_040100,1191,Sprint 21 - Waikato - Release X+7,REL_X+7,6775,Android development task -1,Task,Task,1,High,2025-07-10,6,60.0,6,1,7,7,9.6,13.9,0,0.0,On Time,1,6.8,4.553734061930784,120,3,48.0,0.7095912129745205,1.42,0.9,Accept in current sprint
CR_040101,282,Sprint 22 - Yangtze - Release X+3,REL_X+3,2131,Payment Confirmation,User Story,User Story,6,High,2024-10-10,3,30.0,41,11,48,48,76.4,76.6,1,0.0,On Time,6,6.3,4.553734061930784,320,8,224.0,0.6582170989782099,1.21,0.9,Split scope or escalate
CR_040102,1649,Sprint 11 - Congo - Release X+9,REL_X+9,193,iOS UI implementation,Task,Task,1,Low,2025-08-14,1,10.0,4,0,4,4,1.4,30.3,0,0.0,On Time,1,1.8,3.0,160,4,144.0,0.7894458132544185,1.07,0.3,Accept in current sprint
CR_040103,619,Sprint 21 - Congo - Release X+4,REL_X+4,3590,QA iOS,Task,Task,3,Medium,2024-12-08,2,20.0,17,0,17,17,14.3,27.7,1,0.0,On Time,3,3.8,3.0,160,4,128.0,0.7835446643819798,1.14,0.6,Split scope or escalate
CR_040104,905,Sprint 21 - Yangtze - Release X+6,REL_X+6,3981,Back end development task -2,Task,Task,1,Medium,2025-04-30,5,50.0,7,1,8,8,7.0,34.9,0,0.0,On Time,1,5.8,2.0,320,8,160.0,0.78168003952781,1.35,0.6,Accept in current sprint
CR_040105,282,Sprint 22 - Yangtze - Release X+3,REL_X+3,6551,Android UI implementation,Task,Task,3,Medium,2024-10-10,3,30.0,14,2,14,14,12.5,85.3,0,0.0,On Time,3,4.8,4.553734061930784,320,8,224.0,0.6192048218018943,1.21,0.6,Accept in current sprint
CR_040106,489,Sprint 21 - Yangtze - Release X+4,REL_X+4,5296,iOS development task 1,Task,Task,2,High,2024-12-07,1,10.0,14,4,15,15,16.7,108.0,0,0.0,On Time,2,2.3,8.0,320,8,288.0,0.6251066795175435,1.07,0.9,Accept in current sprint
CR_040107,928,Sprint 18 - Yenisei - Release X+6,REL_X+6,2065,Android UI implementation,Task,Task,3,Low,2025-04-04,9,90.0,12,2,14,14,8.4,9.5,0,0.0,On Time,3,10.8,4.553734061930784,360,9,35.99999999999999,0.7374498389216112,1.63,0.3,Accept in current sprint
CR_040108,30,Sprint 4 - Nile - Release X+2,REL_X+2,2159,iOS development task 1,Task,Task,2,High,2024-02-09,9,90.0,9,0,9,9,15.2,7.0,1,2.3,Minor,2,10.3,3.0,280,7,27.999999999999993,0.7514326749284677,1.63,0.9,Defer to next sprint
CR_040109,410,Sprint 20 - Congo - Release X+3,REL_X+3,3731,Payment Form,User Story,User Story,8,Critical,2024-09-20,3,30.0,47,12,51,51,119.6,24.5,1,45.0,Critical,8,7.3,4.553734061930784,160,4,112.0,0.7813256690498387,1.21,1.2,Split scope or escalate
